tweet_id,favorite_count,retweet_count
667724302356258817,483,323
667550904950915073,0,35
667550882905632768,0,33
667549055577362432,5819,2312
667546741521195010,335,126
667544320556335104,869,531
667538891197542400,204,65
667534815156183040,820,546
667530908589760512,469,242
667524857454854144,1707,1118
667517642048163840,367,193
667509364010450944,6801,2151
667502640335572993,535,221
667495797102141441,521,273
667491009379606528,533,230
667470559035432960,258,100
667455448082227200,191,60
667453023279554560,313,91
667443425659232256,781,583
667437278097252352,449,240
667435689202614272,304,84
667405339315146752,466,220
667393430834667520,194,56
667369227918143488,365,164
667211855547486208,492,242
667200525029539841,613,261
667192066997374976,384,108
667188689915760640,742,418
667182792070062081,14349,6240
667177989038297088,190,55
667176164155375616,610,464
667174963120574464,243,84
667171260800061440,221,91
667165590075940865,2692,1143
667160273090932737,256,62
667152164079423490,47752,17170
667138269671505920,4594,2212
667119796878725120,328,127
667090893657276420,330,126
667073648344346624,402,121
667070482143944705,81,14
667065535570550784,166,46
667062181243039745,215,54
667044094246576128,182,51
667012601033924608,443,225
666996132027977728,243,94
666983947667116034,2541,982
666837028449972224,813,554
666835007768551424,213,80
666826780179869698,252,97
666817836334096384,515,249
666804364988780544,240,93
666786068205871104,756,484
666781792255496192,383,192
666776908487630848,347,174
666739327293083650,234,66
666701168228331520,425,219
666691418707132416,186,47
666649482315059201,1114,620
666644823164719104,228,80
666454714377183233,515,208
666447344410484738,103,20
666437273139982337,123,47
666435652385423360,162,53
666430724426358785,310,195
666428276349472768,163,82
666421158376562688,312,111
666418789513326592,122,45
666411507551481857,435,322
666407126856765440,106,40
666396247373291520,161,83
666373753744588802,182,89
666362758909284353,759,560
666353288456101888,215,71
666345417576210432,286,132
666337882303524864,190,90
666293911632134144,489,344
666287406224695296,143,63
666273097616637952,170,76
666268910803644416,100,35
666104133288665088,14048,6394
666102155909144576,78,11
666099513787052032,151,66
666094000022159362,161,72
666082916733198337,113,44
666073100786774016,315,159
666071193221509120,142,58
666063827256086533,464,213
666058600524156928,109,57
666057090499244032,290,138
666055525042405380,428,235
666051853826850816,1196,831
666050758794694657,130,57
666049248165822465,106,42
666044226329800704,292,136
666033412701032449,123,43
666029285002620928,126,46
666020888022790149,2532,498
